Number of hits: 3214
StringRef: 103749, Sound: BRAZIE, Text: 
StringRef: 117616, Sound: AARIN071, Text: Отличная работа, друг мой. Мне уже удалось состряпать поддельный пропуск, выданный на имя посла Малхоранда. Осталось всего-навсего перенести печать с одного документа на другой... вот так... и все готово.
StringRef: 117617, Sound: AARIN073, Text: Эта подделка позволит вам пройти мимо охраны моста, а также преодолеть магическую защиту. Но внутри башни, на вашем месте, я не стал бы на нее полагаться.
StringRef: 117618, Sound: AARIN061, Text: Башня находится на острове, и добраться до нее можно по мосту с северо-западного берега. Говорят, что есть и другие входы... но мне их найти не удалось. Мост охраняют и с помощью колдовства и с помощью стражи. Волшебники Братства Таинств ценят свое уединение.
StringRef: 117619, Sound: AARIN067, Text: Я думаю, что знаю способ... хотя это очень рискованно, если не сказать больше. Мост на башню охраняется с помощью магии, действие которой не так легко преодолеть. Тем, кому разрешен вход в башню, волшебники наверняка выдают пропуска... бумаги с магической печатью, которая позволяет беспрепятственно проходить сквозь защиту.
StringRef: 117620, Sound: AARIN069, Text: К несчастью, по моим сведениям, такие пропуска есть только у Высших Капитанов. Если вам удастся доставить мне один из этих документов с печатью, я воспользуюсь им, мне с легкостью удастся сделать такой же пропуск и для вас.
StringRef: 117621, Sound: AARIN063, Text: Почти ничего, если говорить честно. Волшебники ищут шпионов тщательно и повсеместно, так что у меня есть только сомнительные сведения, приходящие извне башни. Однако всем известно, что Братство Таинств на самом деле правит Лусканом. Высшие капитаны могут править только так, как им позволяют волшебники. Мы можем только гадать, как культу удалось обосноваться там. Возможно, волшебники в союзе с ними... или, хуже того, сами являются сектантами.
StringRef: 117622, Sound: AARIN066, Text: Если вам удастся попасть туда, действуйте крайне осторожно и постарайтесь узнать все возможное об их планах. Вероятно, у нас не будет возможности впрямую атаковать их.
StringRef: 117623, Sound: AARIN225, Text: Я буду молиться об успехе для вас, мой дорогой друг. И будьте осторожны, я не вынесу, если с вами что-нибудь случится.
StringRef: 117624, Sound: AARIN050, Text: Я... я счастлив видеть вас, друг мой. Боюсь, у меня ужасные новости. Наша дорогая леди Арибет... исчезла. Мы не можем найти никаких следов.
StringRef: 117629, Sound: AARIN051, Text: Леди-паладин была очень молчалива с тех пор, как вы покинули Порт-Лласт. Я думал, что она немного успокоится теперь, когда база сектантов обнаружена. Так что я не так пристально следил за ней, как это бывает обычно. И вот она исчезла без следа в скором времени после нашего прибытия в город. Ее доспехи и оружие тоже пропали. Она хорошо подготовилась и ушла по собственной воле, хотя мне и трудно в это поверить.
StringRef: 117630, Sound: AARIN054, Text: Она не вернулась в Невервинтер. И что-то подсказывает мне, что она... возможно, она решила сама отомстить сектантам. Но я не могу быть уверенным. Перед исчезновением Арибет вела себя очень странно. Она казалась совершенно спокойной, как будто смирилась со своей несчастной судьбой. Я очень волнуюсь за нее. Боюсь, рассудок у нее помутился.
StringRef: 117631, Sound: AARIN057, Text: Как хотите. Я позабочусь о нашей леди, даже если вы этого не сделаете. Я просто думал, что вам следует знать.
StringRef: 117632, Sound: AARIN058, Text: Для вас самая главная задача -- проникнуть в Башню Хозяина, друг мой. С этой сектой нужно покончить. Если вы найдете там Арибет - что ж, тем лучше. Если же в Башне ее нет, настоящие поиски можно будет предпринять только после выполнения вашей главной задачи, как бы нам ни хотелось обратного. Так что... давайте обсудим предстоящее вам задание.
StringRef: 117635, Sound: AELAI052, Text: Душевно приветствую, <SIRMAAM>. В 'Гербе Союза' так редко встречаются новые лица, с которыми можно выпить.
StringRef: 117699, Sound: AELAI053, Text: Вы отрываете меня от выпивки, но, пожалуйста, оставайтесь. Я не хочу, чтобы говорили, что Элайт Кролнобер стал груб в последние годы. Что я могу для вас сделать?
StringRef: 117703, Sound: AELAI051, Text: Как поживаете, <SIRMAAM>? Удалось ли вам достать драгоценные камни? Или вам нужно что-то еще?
StringRef: 117737, Sound: ALHEL053, Text: Элхелор, единственный торговец антиликантропскими товарами в Гавани Порт-Лласт, к твоим услугам! Спешите, спешите, уникальное предложение - защитите себя от грозной легенды о Черном Волке! Ха!
StringRef: 117768, Sound: ALHEL054, Text: Неплохое у тебя чутье, чтобы выследить меня. Наверное, нужно сказать тебе - добро пожаловать в мое логово...
StringRef: 117780, Sound: ALHEL051, Text: Последи тут, хорошо, Эндер? Я старый человек, устал и должен пойти домой, чтобы передохнуть.
StringRef: 117783, Sound: ENDER052, Text: Здравствуйте, сэр. Вам что-нибудь нужно? Хотите что-то спросить у меня?
StringRef: 117833, Sound: ENDER051, Text: Если вы ищете Элхелора, то он ушел домой немного передохнуть. Может быть, я могу ответить на ваши вопросы?
StringRef: 117849, Sound: ENDER050, Text: Наконец-то все закончилось. Элхелор мертв, но я знаю, что все равно буду с трудом засыпать по ночам. Вы что-нибудь от меня хотели?
StringRef: 117871, Sound: ARIBE292, Text: Приятно видеть вас здесь, в Порт-Лласте, друг мой. Если нам вдруг и удастся выследить этот странный культ, который распространял чуму, это наверняка произойдет с вашей помощью. Я не знаю, что вам уже рассказали о распоряжениях лорда Нашера. Но я, конечно, постараюсь помочь вам, как могу.
StringRef: 117875, Sound: ARIBE294, Text: Вы, конечно, знаете, что этот Дестер... и Фентик... оба были связаны с какой-то религиозной сектой, которая и вызвала появление в городе Воющей Смерти. Мы так мало знаем об этом культе... и решить, что с ними уже покончено, только потому, что их деятельность в Невервинтере прекращена, было бы глупо и безрассудно.
StringRef: 117876, Sound: ARIBE472, Text: То, как я себя чувствую... не важно, <CHARNAME>, по сравнению с порученной нам задачей. Пожалуйста, позвольте мне объяснить, что от нас требуется.
StringRef: 117877, Sound: ARIBE296, Text: Лорд Нашер приказывает нам найти штаб этой секты, и выяснить, каковы их планы... и остановить их, пока они не сделали ничего более ужасного. Аарин Генд, главный шпион лорда Нашера, сейчас здесь, в Порт-Лласте, и он поможет вам... к нему стекается вся информация о всяких странных вещах, происходящих в северных землях.
StringRef: 117878, Sound: ARIBE298, Text: Очень возможно, что за этими странными вещами тоже стоят агенты культа. Если это так, мы сможем найти их, и узнать, где их база. Ваша помощь в этом деле, <CHARNAME>, будет неоценимой.
StringRef: 117886, Sound: ARIBE299, Text: Конечно. Спрашивайте все, что хотите, <CHARNAME>.
StringRef: 117893, Sound: ARIBE312, Text: Что вы хотели узнать?
StringRef: 117894, Sound: ARIBE313, Text: Это хорошие новости. Что тебе удалось найти?
StringRef: 117902, Sound: ARIBE314, Text: Итак, это культ разозлил существа в холмах? Положить этому конец - настоящий подвиг. Могу с точностью сказать, что твое имя не забудут, герой. Хотя информация, которую тебе удалось добыть, невероятно ценная, мы все еще не знаем, где находится культ. Эти знания будут нам полезны, когда мы решим нанести по культу удар.
StringRef: 117903, Sound: ARIBE631, Text: К счастью, здесь упоминается, где можно найти некоторых других сектантов. В Чарвуде и лесу Невервинтер. Возможно, тебе стоит поискать там ту информацию, которая нам нужна. Тебе удалось еще что-нибудь выяснить?
StringRef: 117904, Sound: ARIBE633, Text: Культ хотел нанести тебе удар через их агента, да? К счастью для нас, их действия не принесли плодов. Тебе удалось еще что-нибудь выяснить?
StringRef: 117905, Sound: ARIBE634, Text: Насколько я понимаю, этот Маугрим начинает нервничать. Они боятся тебя... и надо сказать, не зря. Тебе удалось еще что-нибудь выяснить?
StringRef: 117906, Sound: ARIBE635, Text: Можно только гадать, что мог бы натворить культ в Лесу Невервинтер, если бы им удалось реализовать свои планы. Отличная работа. Судя по этой информации можно предположить, что этот Маугрим и его культ находятся в Лускане. Однако, мне кажется, что это может оказаться и ловушкой. Возможно, они нарочно подстроили эту твою находку, чтобы ввести нас в заблуждение. Нужно найти еще какое-нибудь доказательство.
StringRef: 117908, Sound: ARIBE639, Text: Хмм. Бред сумасшедшего. Попробуй догадайся, чего надеялся достичь культ в этом проклятом месте. Тебе удалось еще что-нибудь выяснить?
StringRef: 117909, Sound: ARIBE640, Text: Итак, культ попробовал нанести тебе еще один удар! И на этот раз они выдали себя. Отлично! Судя по этой информации можно предположить, что этот Маугрим и его культ находятся в Лускане. Однако, мне кажется, что это может оказаться и ловушкой. Возможно, они нарочно подстроили эту твою находку, чтобы ввести нас в заблуждение. Нужно найти подтверждение этой информации.
StringRef: 117911, Sound: ARIBE636, Text: Эта информация подтверждает... Культ находится в Лускане. Отлично сработано, <CHARNAME>. Ты оправдываешь доверие Лорда Нашера, и даже более того. Вы должны найти способ пробраться в Лускан, а потом и в саму Башню Хозяина. Поговорите с Аарином... надеюсь, он придумает, как вам это лучше сделать.
StringRef: 117916, Sound: ARIBE317, Text: Без сомнения. Но вы справлялись с не менее опасными заданиями, и отлично справлялись... и боюсь, в этом деле вам предстоит столкнуться с гораздо более страшными вещами, пока угроза не будет полностью устранена. Вы же согласились помочь лорду Нашеру, правда? Каковы бы ни были причины этого, я сильно сомневаюсь в том, что вы ожидали, что задача окажется простой.
StringRef: 117917, Sound: ARIBE319, Text: И Аарин, и я, конечно, присоединимся к вам в Лускане. Аарин поедет туда, чтобы помочь вам попасть в башню. Что до меня, то я... у меня другие планы.
StringRef: 117918, Sound: ARIBE323, Text: Как я уже сказала, поговорите с Аарином Гендом. Если нам повезет, он придумает не только, как вам проникнуть в город, но и как попасть в саму башню.
StringRef: 117919, Sound: ARIBE300, Text: Я здесь, чтобы следить за выполнением распоряжений лорда Нашера, а Аарин продолжает использовать свою агентуру для сбора информации за пределами Невервинтера. Честно говоря, моя собственная роль не очень определенна. Часть меня думает, что мой лорд Нашер просто хочет, чтобы здесь был кто-то, кому он доверяет... а другой части кажется, что ему не хочется вспоминать о Фентике и моей боли. Все равно, мы будем делать все возможное, чтобы помочь вам, <CHARNAME>. Не думайте, что ваши усилия остаются незамеченными.
StringRef: 117920, Sound: ARIBE303, Text: У Аарина есть несколько мыслей о том, где могут скрываться сектанты. Сейчас он пытается найти способ попасть в город Лускан... его ворота закрыты с тех пор, как в Невервинтере началась эпидемия. Я предлагаю вам поговорить с Аарином о его предположениях. Поищите какие-нибудь сведения о древних культах или о других странных вещах. Когда будет найден способ попасть в Лускан, вы можете поискать и там. Если нам повезет, вы обнаружите кого-нибудь из сектантов и узнаете, кто они, и где находится их база.
StringRef: 117921, Sound: ARIBE306, Text: Любую информацию, какую вам удастся обнаружить, вы должны немедленно сообщать мне и Аарину. Когда мы будем больше знать об этой секте, лорд Нашер решит, что делать дальше.
StringRef: 117922, Sound: ARIBE307, Text: В городе поиски продолжаются, <CHARNAME>. Конечно же, лорд Нашер приказал прочесать Невервинтер в поисках следов культа. Однако он чувствует, что основные силы сектантов располагаются где-то за пределами Невервинтера... и что именно вы, приложив усилия здесь, можете добиться результатов.
StringRef: 117923, Sound: ARIBE309, Text: Их представителем в Невервинтере, как вы выяснили, был Дестер, но про саму секту нам известно очень мало. Аарин уверен, что ядро секты находится за пределами Невервинтера, и что она еще покажет нам свою истинную силу. Задача, стоящая перед нами, безусловно будет очень опасной... но нам совершенно необходимо выяснить, что это за секта, и каковы ее планы.
StringRef: 117924, Sound: ARIBE362, Text: Почему вы спрашиваете, <CHARNAME>? Главный шпион что-то наговорил вам, да?
StringRef: 117929, Sound: ARIBE362, Text: Понятно. Думаю, мое состояние ни для кого не тайна. Но Аарин зря беспокоится... несколько дурных снов -- это еще не повод тревожиться. Слуги утверждают, что я разговариваю во сне и говорю что-то очень страшное. Они обращаются со мной настолько осторожно, словно я сошла с ума, а Аарин обращает на их суеверную болтовню гораздо больше внимания, чем следовало бы. После всего того, что произошло, после этой чумы и... и Фентика, я думаю, нет ничего удивительного в появлении тревожных снов, вы не считаете, <CHARNAME>?
StringRef: 117933, Sound: ARIBE366, Text: Ну наконец-то, хоть кто-то разумный! Я все время говорю Аарину, что из-за этих дурацких снов не стоит беспокоиться, но он продолжает относиться ко мне, как к инвалиду. Эти сны наверняка... наверняка со временем пройдут. У нас есть гораздо более важные поводы для беспокойства, чем мой сон.
StringRef: 117935, Sound: ARIBE371, Text: И вы тоже? Этот мир что - сошел с ума, или я? Эти сны... тревожат и пугают меня, но... они пройдут! Это моя ноша, мне ее и нести, а не кому-нибудь еще.
StringRef: 117938, Sound: ARIBE369, Text: Сны - это только сны, и причина в том, что моя скорбь слишком сильна для меня. Я не хочу обсуждать их... особенно с вами. Давайте вернемся к обсуждению вашего задания, <CHARNAME>, а об этом не будем больше говорить.
StringRef: 117939, Sound: ARIBE372, Text: (Вздыхает) Возможно, вы и правы, <CHARNAME>. Может быть, будет неплохо, если свое мнение об этих снах выскажет кто-нибудь другой.
StringRef: 117940, Sound: ARIBE373, Text: Я... Я падаю во сне. Всегда падаю. В полной тьме, которая душит и засасывает меня. Ко мне тянутся скрюченные руки, и голоса... какофония шепота, они умоляют меня помочь им. И... и потом я вижу замотанную в саван фигуру. Это Фентик. Он уходит от меня, я пытаюсь догнать его, но он всегда исчезает в темноте. Голоса становятся громче. Они обвиняют меня, и я... я сгораю от стыда, хотя не знаю, в чем меня винят. Я зову на помощь, требую чтобы они прекратили насмехаться, но никто меня не слышит.
StringRef: 117941, Sound: ARIBE373, Text: И тогда я хватаю удаляющуюся фигуру... и вижу, что это не Фентик. Он поворачивается и с грустью смотрит на меня... и я понимаю, что это Тир... и тогда мой бог поворачивается ко мне спиной. Это... это мои сны, <CHARNAME>. Возможно, вы поймете, почему я не хочу обсуждать их. Я... боюсь... боюсь того, что они могут означать.
StringRef: 117945, Sound: ARIBE386, Text: Все в порядке, <CHARNAME>. Тут ведь мало что можно сказать, правда? Но... Я рада, что рассказала вам... теперь эти сны будут не так тревожить меня. Я теперь чувствую себя гораздо лучше, спасибо вам. Хм... Это напомнило мне о том, как я стала паладином. Когда-нибудь я расскажу вам эту историю. Ну, а до тех пор, давайте вернемся к вашей задаче. В конце концов, у нас хотя бы есть что-то, на чем мы можем сконцентрироваться.
StringRef: 117946, Sound: ARIBE389, Text: Вот как, я сошла с ума? Несколько бессонных ночей из-за того, что мне пришлось испытать больше скорби, чем могло вынести мое сердце, и меня уже считают сумасшедшей гарпией, с которой нужно обращаться, защитив руки перчатками? Я должна была понять, что это не следует обсуждать с вами. Давайте вернемся к вашему заданию, а об этом больше не будем говорить.
StringRef: 117947, Sound: ARIBE392, Text: Я так говорила, да? А вы уверены, что хотите услышать эту историю? Она не особенно интересная, а я не хочу докучать вам, <CHARNAME>.
StringRef: 117950, Sound: ARIBE392, Text: Как хотите. Но только не жалуйтесь потом, если история вас разочарует в лучших ожиданиях. Я, в конце концов, не бард. С чего мне начать?
StringRef: 117951, Sound: ARIBE431, Text: Возможно, так будет лучше всего. Так что я могу для вас сделать?
StringRef: 117952, Sound: ARIBE394, Text: Моя семья жила в деревне людей, в дикой местности у северных гор, и некогда я и представить себе не могла, что стану кем-то большим, чем просто искусным охотником, каким был мой отец. Деревня была разрушена во время похода полчищ орков на юг. Моя семья погибла, но я выжила. Много лет я мечтала только о том, чтобы как-то отомстить оркам. Я бродила по диким скалам с луком в руках и безжалостно убивала всех орков, которые попадались мне на пути.
StringRef: 117956, Sound: ARIBE397, Text: Ну, конечно, я тогда была совсем другой. Мысль о мести полностью завладела мной, я повсюду сеяла смерть... но не могла найти покоя.
StringRef: 117957, Sound: ARIBE428, Text: Это было непросто. Жажда мести полностью охватила меня. Честно говоря, я была ничем не лучше, чем те твари, на которых я охотилась.
StringRef: 117958, Sound: ARIBE429, Text: Тсссс, <CHARNAME>. Я еще только начала свою историю. Постарайтесь уделить мне еще чуть-чуть внимания.
StringRef: 117959, Sound: ARIBE398, Text: В пятую зиму моей охоты я выслеживала племя орков на Хребте Мира. И тут разыгралась такая жуткая снежная буря, что мне оставалось только поставить палатку и молиться. Буря была безжалостной и продолжалась много дней, а я лежала в снегу и умирала, когда увидела, что ко мне приближается человек. Я решила, что сошла с ума. Он был высоким и сильным, хотя я заметила, что у него нет правой руки. И он, кажется, совсем не чувствовал холода... он ласково посмотрел на меня и без усилий поднял со снега.
StringRef: 117960, Sound: ARIBE401, Text: Потом я ничего не помню. Очнулась я в маленьком монастыре Ильматера около города Сильверимун. Монахи сказали мне, что я была на грани смерти.
StringRef: 117964, Sound: ARIBE402, Text: Я часто думала, что это был никто иной, как сам Тир, Владыка Справедливости. Хотя, возможно, это самонадеянно. Кем бы он ни был, монахи Ильматера не видели, как он принес меня... и я тоже больше его не видела. Или, может быть, правильнее будет сказать, что я никогда не видела его наяву. В течение многих месяцев после этого он приходил ко мне во сне и говорил, что моя месть не несет в себе истинной справедливости. Вначале я отвергала его, собираясь вернуться к моей кровавой охоте. Сны стали сниться чаще, а человек был все более резок со мной. Он сказал мне, что путь лежит где-то в другом месте, и в конце концов я покинула горы, приехала в Невервинтер и стала служить Тиру. Сны больше не возвращались.
StringRef: 117967, Sound: ARIBE402, Text: Я часто думала о нем так. Воплощение самого Искалеченного Бога. Хотя, возможно, с моей стороны это самонадеянно. Кем бы он ни был, монахи Ильматера не видели, как он принес меня... и я тоже больше его не видела. Или, может быть, правильнее будет сказать, что я никогда не видела его наяву. В течение многих месяцев после этого он приходил ко мне во сне и говорил, что моя месть не несет в себе истинной справедливости. Вначале я отвергала его, собираясь вернуться к моей кровавой охоте. Сны стали сниться чаще, а человек был все более резок со мной. Он сказал мне, что путь лежит где-то в другом месте, и в конце концов я покинула горы, приехала в Невервинтер и стала служить Тиру. Сны больше не возвращались.
StringRef: 117968, Sound: ARIBE426, Text: (вздыхает) Вы сами просили меня рассказать об этом, <CHARNAME>. Хотите, чтобы я перестала?
StringRef: 117971, Sound: ARIBE427, Text: Очень смешно. Только, наверное, я просто не в легкомысленном настроении. Позвольте мне вернуться к рассказу о человеке, который спас меня. Я часто думала, что это был никто иной, как сам Тир, Владыка Справедливости. Хотя, возможно, это самонадеянно. Кем бы он ни был, монахи Ильматера не видели, как он принес меня... и я тоже больше его не видела. Или, может быть, правильнее будет сказать, что я никогда не видела его наяву. В течение многих месяцев после этого он приходил ко мне во сне и говорил, что моя месть не несет в себе истинной справедливости. Вначале я отвергала его, собираясь вернуться к моей кровавой охоте. Сны стали сниться чаще, а человек был все более резок со мной. Он сказал мне, что путь лежит где-то в другом месте, и в конце концов я покинула горы, приехала в Невервинтер и стала служить Тиру. Сны больше не возвращались.
StringRef: 117972, Sound: ARIBE407, Text: Жрецы Тира приняли меня, и со временем я поняла их и все больше восхищалась Искалеченным Богом. Я решила защищать справедливость и стать паладином Тира, и надолго обрела покой. Моя преданность делу позволила мне быстро подняться в ранге, а потом, позже, я встретила молодого послушника, Фентика, и поняла, что я... нашла... нашла, наконец, мой истинный путь...
StringRef: 117976, Sound: ARIBE409, Text: Нет, я... Спасибо вам, <CHARNAME>. Спасибо вам, что выслушали мой рассказ. Мне очень хорошо с вами. Я бы хотела называть вас... другом. Только Тир знает, как трудно найти настоящего друга в эти мрачные времена. Я надеюсь, что по отношению ко мне вы чувствуете то же самое.
StringRef: 117979, Sound: ARIBE412, Text: Я рада, друг мой. А теперь давайте вернемся к обсуждению вашего задания.
StringRef: 117980, Sound: ARIBE413, Text: Я... Понимаю. Что ж, это очень грустно, потому что мне бы очень хотелось иметь настоящего друга. Давайте вернемся к обсуждению вашего задания.
StringRef: 117981, Sound: ARIBE415, Text: ...Я забуду, что вы это сказали, сэр. И мы оба забудем о том, что сказала я. Давайте вернемся к обсуждению вашего задания.
StringRef: 117982, Sound: ARIBE423, Text: Нет, не сразу. Тогда я еще не встречалась с Фентиком. Жрецы Тира приняли меня, и со временем я поняла их и все больше восхищалась Искалеченным Богом. Я решила защищать справедливость и стать паладином Тира, и надолго обрела покой. Моя преданность делу позволила мне быстро подняться в ранге, а потом, позже, я встретила молодого послушника, Фентика, и поняла, что я... нашла... нашла, наконец, мой истинный путь...
StringRef: 117983, Sound: ARIBE424, Text: Я не знаю. Сначала я даже не поклонялась ему. Я устала от этих снов и не хотела прекращать охоту на орков. Жрецы Тира приняли меня, и со временем я поняла их и все больше восхищалась Искалеченным Богом. Я решила защищать справедливость и стать паладином Тира, и надолго обрела покой. Моя преданность делу позволила мне быстро подняться в ранге, а потом, позже, я встретила молодого послушника, Фентика, и поняла, что я... нашла... нашла, наконец, мой истинный путь...
StringRef: 117984, Sound: ARIBE409, Text: Нет. Нет... Я не буду больше плакать. Спасибо вам, что выслушали мой рассказ. Мне очень хорошо с вами. Я бы хотела называть вас... другом. Только Тир знает, как трудно найти настоящего друга в эти мрачные времена. Я надеюсь, что по отношению ко мне вы чувствуете то же самое.
StringRef: 117985, Sound: ARIBE422, Text: Давайте поговорим о чем-нибудь другом.
StringRef: 117986, Sound: ARIBE432, Text: Да, я сержусь. Я все больше и больше думаю о том, как окончил свои дни Фентик... и как я ничего не смогла сделать, чтобы предотвратить это... и все больше во мне гнева! Фентик всю свою жизнь посвятил служению справедливости и исполнению своего долга, в точности как и я. И что он получил за это? Он был отвергнут. Отвергнут своим лордом на потребу глупой толпе, отвергнут своим богом из-за единственной глупой ошибки. Скажите мне, почему я не должна гневаться, <CHARNAME>!
StringRef: 117991, Sound: ARIBE434, Text: Вы делаете из него убийцу! Это не Фентик придумал эту чуму, и не Фентик предал наш город! Он просто был слишком доверчивым и слишком верным своему долгу!
StringRef: 117992, Sound: ARIBE458, Text: Да. Фентик тоже заслуживает моего гнева. Глупец,  несчастный глупец! Если бы он был менее доверчивым, менее преданным, он никогда бы не дошел до того, что случилось!
StringRef: 117993, Sound: ARIBE460, Text: Да. Я должна гневаться на тех, кто напрасно казнил Фентика. И на Фентика я тоже должна гневаться, за то, что он был хорошим человеком и доверчивым дураком!
StringRef: 117994, Sound: ARIBE461, Text: И почему это я не должна так говорить? Если бы Фентик больше сомневался и был менее доверчивым, менее преданным, возможно, он бы до сих пор был жив!
StringRef: 117995, Sound: ARIBE436, Text: И вот Фентик получил свою награду. Спасибо тебе, Тир, Владыка Справедливости, за помощь своему преданному слуге! И что, я буду следующей? Я тоже закончу свою жизнь как изменница, и буду казнена за то, что слишком рьяно истребляю несправедливость там, где ее вижу? Тир покинет и меня тоже?
StringRef: 117999, Sound: ARIBE438, Text: Я... Я не знаю, <CHARNAME>. Тир привел меня сюда, он наставил меня на этот путь. Я хочу знать, зачем. Зачем учить меня истинной справедливости, а потом швырять ее мне в лицо?
StringRef: 118000, Sound: ARIBE456, Text: А что похоже на меня, <CHARNAME>? Тир привел меня сюда и наставил меня на этот путь, он научил меня понимать значение справедливости... только чтобы бросить ее мне в лицо. Я хочу знать, почему!
StringRef: 118001, Sound: ARIBE456, Text: У меня не было откровений... только новые и новые вопросы. Тир наставил меня на этот путь, научил меня истинной справедливости... только для того, чтобы бросить ее мне в лицо. Я хочу знать, зачем!
StringRef: 118002, Sound: ARIBE439, Text: Все, что я знаю, это то, что... я устала от скорби. Я устала от беспомощности. Я чувствую себя виноватой из-за этих сомнений... но еще я чувствую, что должна сомневаться. Месть не путь Тира, но я... я боюсь, что здесь мне не дождаться справедливости. Для Фентика не было справедливости, только месть... и для меня ее не будет. Может быть это все... сны. Они все не прекращаются, и становятся все хуже с каждой ночью, <CHARNAME>. Я слышу кричащие голоса, так много голосов...
StringRef: 118006, Sound: ARIBE442, Text: Да. Я вижу, как у меня на глазах убивают Фентика, снова и снова. Я слышу смех, а потом многие голоса снова и снова зовут на помощь. Это почти что невыносимо.
StringRef: 118007, Sound: ARIBE452, Text: Нет. Нет, мне туда не нужно. И это только помешает вам выполнить вашу задачу... а я этого не хочу.
StringRef: 118008, Sound: ARIBE452, Text: Может и так. Я могу придумать только одну вещь, которая меня успокаивает.
StringRef: 118009, Sound: ARIBE443, Text: Обещайте мне, <CHARNAME>... обещайте, как мой лучший друг, что вы найдете этот культ и отомстите им за меня!
StringRef: 118014, Sound: ARIBE444, Text: Спасибо вам, друг мой. Это... это все, что я могу придумать, чтобы прекратить эти сны. Я должна что-то сделать, и то, что вы облегчите мою участь, очень утешает меня.
StringRef: 118015, Sound: ARIBE451, Text: Понятно. Я не могу придумать ничего другого, что могло бы прекратить эти сны. Возможно... возможно, вы правы. Возможно, мне просто нужно отдохнуть, и тогда все станет ясно.
StringRef: 118016, Sound: ARIBE454, Text: А я считала вас другом. Я вижу, никто не в силах понять, через что я прошла... ладно, пусть так. Тогда оставьте меня, <CHARNAME>, и возвращайтесь к вашему заданию. Мы не будем больше обсуждать мои чувства.
StringRef: 118017, Sound: ARIBE445, Text: Вы были мне хорошим другом, <CHARNAME>. Вот... возьмите это. Это кольцо, которое принадлежало моему отцу. Я хочу, чтобы вы взяли его. Пусть это будет символом нашей дружбы. Возможно, если... со мной что-нибудь случится... это будет напоминать вам обо мне...
